DATE,CU.Count,MA.Count,GDELT.Doc.Count,Pos.Tone,Neg.Tone,CU.Count.t1,MA.Count.t1,GDELT.Doc.Count.t1,Pos.Tone.t1,Neg.Tone.t1,CU.Count.t2,MA.Count.t2,GDELT.Doc.Count.t2,Pos.Tone.t2,Neg.Tone.t2,CU.Count.t3,MA.Count.t3,GDELT.Doc.Count.t3,Pos.Tone.t3,Neg.Tone.t3,CU.Count.t4,MA.Count.t4,GDELT.Doc.Count.t4,Pos.Tone.t4,Neg.Tone.t4,CU.Count.t5,MA.Count.t5,GDELT.Doc.Count.t5,Pos.Tone.t5,Neg.Tone.t5,CU.Count.t6,MA.Count.t6,GDELT.Doc.Count.t6,Pos.Tone.t6,Neg.Tone.t6,CU.Count.t7,MA.Count.t7,GDELT.Doc.Count.t7,Pos.Tone.t7,Neg.Tone.t7,CU.Count.t8,MA.Count.t8,GDELT.Doc.Count.t8,Pos.Tone.t8,Neg.Tone.t8,CU.Count.t9,MA.Count.t9,GDELT.Doc.Count.t9,Pos.Tone.t9,Neg.Tone.t9,CU.Count.t10,MA.Count.t10,GDELT.Doc.Count.t10,Pos.Tone.t10,Neg.Tone.t10,CU.Count.t11,MA.Count.t11,GDELT.Doc.Count.t11,Pos.Tone.t11,Neg.Tone.t11,CU.Count.t12,MA.Count.t12,GDELT.Doc.Count.t12,Pos.Tone.t12,Neg.Tone.t12,CU.Count.t13,MA.Count.t13,GDELT.Doc.Count.t13,Pos.Tone.t13,Neg.Tone.t13,CU.Count.t14,MA.Count.t14,GDELT.Doc.Count.t14,Pos.Tone.t14,Neg.Tone.t14,CU.Count.t15,MA.Count.t15,GDELT.Doc.Count.t15,Pos.Tone.t15,Neg.Tone.t15,CU.Count.t16,MA.Count.t16,GDELT.Doc.Count.t16,Pos.Tone.t16,Neg.Tone.t16,temp,prcp,is_weekend,is_holiday
2015-10-26,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,4,0,8,2.67244764365461,4.10240035378688,8,0,7,2.04096587567453,4.25746954065976,18,0,10,2.80855434143747,3.8197662149291,13,0,7,2.08141531163979,6.62145185397074,10,0,6,1.45384236864366,4.24367715522835,8,0,10,2.34722571118118,4.92954887122116,7,3,12,2.14949393958377,4.10344216805667,17,0,4,3.88769168143482,5.96320026132743,4,0,6,1.80646153576701,5.82877775693614,5,1,4,1.96481637428392,5.02136509759384,10,0,7,2.33148969562416,5.46162312449378,23.5,0.3,0,0
2015-10-27,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,4,0,8,2.67244764365461,4.10240035378688,8,0,7,2.04096587567453,4.25746954065976,18,0,10,2.80855434143747,3.8197662149291,13,0,7,2.08141531163979,6.62145185397074,10,0,6,1.45384236864366,4.24367715522835,8,0,10,2.34722571118118,4.92954887122116,7,3,12,2.14949393958377,4.10344216805667,17,0,4,3.88769168143482,5.96320026132743,4,0,6,1.80646153576701,5.82877775693614,5,1,4,1.96481637428392,5.02136509759384,22.7,0,0,0
2015-10-28,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,4,0,8,2.67244764365461,4.10240035378688,8,0,7,2.04096587567453,4.25746954065976,18,0,10,2.80855434143747,3.8197662149291,13,0,7,2.08141531163979,6.62145185397074,10,0,6,1.45384236864366,4.24367715522835,8,0,10,2.34722571118118,4.92954887122116,7,3,12,2.14949393958377,4.10344216805667,17,0,4,3.88769168143482,5.96320026132743,4,0,6,1.80646153576701,5.82877775693614,21.1,0,0,0
2015-10-29,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,4,0,8,2.67244764365461,4.10240035378688,8,0,7,2.04096587567453,4.25746954065976,18,0,10,2.80855434143747,3.8197662149291,13,0,7,2.08141531163979,6.62145185397074,10,0,6,1.45384236864366,4.24367715522835,8,0,10,2.34722571118118,4.92954887122116,7,3,12,2.14949393958377,4.10344216805667,17,0,4,3.88769168143482,5.96320026132743,21.3,0,1,0
2015-10-30,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,4,0,8,2.67244764365461,4.10240035378688,8,0,7,2.04096587567453,4.25746954065976,18,0,10,2.80855434143747,3.8197662149291,13,0,7,2.08141531163979,6.62145185397074,10,0,6,1.45384236864366,4.24367715522835,8,0,10,2.34722571118118,4.92954887122116,7,3,12,2.14949393958377,4.10344216805667,20.8,0,1,0
2015-10-31,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,4,0,8,2.67244764365461,4.10240035378688,8,0,7,2.04096587567453,4.25746954065976,18,0,10,2.80855434143747,3.8197662149291,13,0,7,2.08141531163979,6.62145185397074,10,0,6,1.45384236864366,4.24367715522835,8,0,10,2.34722571118118,4.92954887122116,21.8,0,0,0
2015-11-01,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,4,0,8,2.67244764365461,4.10240035378688,8,0,7,2.04096587567453,4.25746954065976,18,0,10,2.80855434143747,3.8197662149291,13,0,7,2.08141531163979,6.62145185397074,10,0,6,1.45384236864366,4.24367715522835,22.4,0,0,0
2015-11-02,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,4,0,8,2.67244764365461,4.10240035378688,8,0,7,2.04096587567453,4.25746954065976,18,0,10,2.80855434143747,3.8197662149291,13,0,7,2.08141531163979,6.62145185397074,22.7,0,0,0
2015-11-03,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,4,0,8,2.67244764365461,4.10240035378688,8,0,7,2.04096587567453,4.25746954065976,18,0,10,2.80855434143747,3.8197662149291,22.4,0,0,0
2015-11-04,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,4,0,8,2.67244764365461,4.10240035378688,8,0,7,2.04096587567453,4.25746954065976,20.2,0,0,0
2015-11-05,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,4,0,8,2.67244764365461,4.10240035378688,19.2,1,1,0
2015-11-06,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,27,0,0,,,20.2,0,1,0
2015-11-07,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,14,1,0,,,21.4,0,0,0
2015-11-08,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,9,1,11,3.08167390238242,4.53085486013209,20.6,0,0,0
2015-11-09,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,14,0,3,2.10335780030222,5.15238751547355,19.7,0,0,0
2015-11-10,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,5,1,9,2.15695522030193,4.94361781454015,19.7,0,0,0
2015-11-11,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,6,1,4,1.39683684478576,5.09769158859716,20.3,0,0,0
2015-11-12,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,6,1,5,1.84275405307189,3.77712637460127,19.8,0,1,0
2015-11-13,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,8,0,6,2.85229045606748,4.37954945121954,19.6,0,1,0
2015-11-14,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,6,0,4,2.59579777613072,4.1509553306778,20.8,0,0,0
2015-11-15,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,7,0,14,2.21432827814162,5.20372508317031,20.2,0,0,0
2015-11-16,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,2,0,3,3.80817846235718,6.87970426144883,20.9,0,0,0
2015-11-17,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,12,0,5,1.63171874160933,4.20315159491649,20.2,0,0,0
2015-11-18,10,0,5,2.55767252460096,4.21692835868154,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,6,0,5,1.39647589559577,1.95716369643818,19.6,0,0,0
2015-11-19,11,0,3,2.22398746332003,9.86463340048361,10,0,5,2.55767252460096,4.21692835868154,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,6,0,8,1.73259902545054,5.02884247443606,19.9,0,1,0
2015-11-20,10,0,2,2.23622842684324,4.52784526492025,11,0,3,2.22398746332003,9.86463340048361,10,0,5,2.55767252460096,4.21692835868154,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,8,0,3,2.40966946224993,4.16191625455389,19.1,0,1,0
2015-11-21,4,0,8,2.79591184561503,3.92175570856045,10,0,2,2.23622842684324,4.52784526492025,11,0,3,2.22398746332003,9.86463340048361,10,0,5,2.55767252460096,4.21692835868154,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,20,0,4,2.67046627461232,5.50303783961395,19.6,0,0,0
2015-11-22,17,0,7,2.55743878030834,4.39237358373269,4,0,8,2.79591184561503,3.92175570856045,10,0,2,2.23622842684324,4.52784526492025,11,0,3,2.22398746332003,9.86463340048361,10,0,5,2.55767252460096,4.21692835868154,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,14,3,9,3.22621734016659,2.66284977218602,19.7,0,0,0
2015-11-23,10,0,8,3.97992692486528,5.11912205738961,17,0,7,2.55743878030834,4.39237358373269,4,0,8,2.79591184561503,3.92175570856045,10,0,2,2.23622842684324,4.52784526492025,11,0,3,2.22398746332003,9.86463340048361,10,0,5,2.55767252460096,4.21692835868154,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,11,0,2,2.52760060617132,2.80849514625555,19.4,0,0,0
2015-11-24,17,1,1,3.2258064516129,10.6182795698925,10,0,8,3.97992692486528,5.11912205738961,17,0,7,2.55743878030834,4.39237358373269,4,0,8,2.79591184561503,3.92175570856045,10,0,2,2.23622842684324,4.52784526492025,11,0,3,2.22398746332003,9.86463340048361,10,0,5,2.55767252460096,4.21692835868154,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,8,0,4,3.07662844316775,2.22822903814631,18.7,0,0,0
2015-11-25,8,0,1,4.54096742349457,1.97433366238894,17,1,1,3.2258064516129,10.6182795698925,10,0,8,3.97992692486528,5.11912205738961,17,0,7,2.55743878030834,4.39237358373269,4,0,8,2.79591184561503,3.92175570856045,10,0,2,2.23622842684324,4.52784526492025,11,0,3,2.22398746332003,9.86463340048361,10,0,5,2.55767252460096,4.21692835868154,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,6,1,17,2.72402029655255,3.22482033674354,20,0,0,0
2015-11-26,7,0,1,1.59798149705635,6.56013456686291,8,0,1,4.54096742349457,1.97433366238894,17,1,1,3.2258064516129,10.6182795698925,10,0,8,3.97992692486528,5.11912205738961,17,0,7,2.55743878030834,4.39237358373269,4,0,8,2.79591184561503,3.92175570856045,10,0,2,2.23622842684324,4.52784526492025,11,0,3,2.22398746332003,9.86463340048361,10,0,5,2.55767252460096,4.21692835868154,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,6,0,15,2.60079140321417,3.63000087062596,20.8,0,1,0
2015-11-27,6,0,8,1.85609241276079,2.1621062873741,7,0,1,1.59798149705635,6.56013456686291,8,0,1,4.54096742349457,1.97433366238894,17,1,1,3.2258064516129,10.6182795698925,10,0,8,3.97992692486528,5.11912205738961,17,0,7,2.55743878030834,4.39237358373269,4,0,8,2.79591184561503,3.92175570856045,10,0,2,2.23622842684324,4.52784526492025,11,0,3,2.22398746332003,9.86463340048361,10,0,5,2.55767252460096,4.21692835868154,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,12,0,3,2.80621290722447,6.81603985658187,21.1,0,1,0
2015-11-28,15,0,1,2.9949702789209,4.5496113397348,6,0,8,1.85609241276079,2.1621062873741,7,0,1,1.59798149705635,6.56013456686291,8,0,1,4.54096742349457,1.97433366238894,17,1,1,3.2258064516129,10.6182795698925,10,0,8,3.97992692486528,5.11912205738961,17,0,7,2.55743878030834,4.39237358373269,4,0,8,2.79591184561503,3.92175570856045,10,0,2,2.23622842684324,4.52784526492025,11,0,3,2.22398746332003,9.86463340048361,10,0,5,2.55767252460096,4.21692835868154,3,0,6,2.09894984883249,4.4725610084668,9,1,2,2.83818268205117,4.52158371852277,10,0,4,1.37710452969419,4.16732535430267,11,0,2,2.68132716049383,6.01851851851852,2,0,5,2.8238501004804,5.1080939377751,10,0,10,1.9868966434616,3.98771825091731,21.2,0,0,0
